constructor,driver,year,date,quali_pos,status_id,position,dob,driver_nationality,constructor_nationality,GP_name,country,age_at_gp_in_days,driver_home,constructor_home,driver_dnf,constructor_dnf,driver_confidence,constructor_reliability,active_driver,active_constructor
McLaren,Jenson Button,2016,13-11-2016,17,1,17,19-01-1980,Bri,Bri,Brazilian Grand Prix,Bra,13448,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Haas F1 Team,Esteban Gutiérrez,2016,13-11-2016,12,31,12,05-08-1991,Mex,Ame,Brazilian Grand Prix,Bra,9232,0,0,1,0,0.847457627118644,0.34302325581395354,0,1
Williams,Felipe Massa,2016,13-11-2016,13,4,13,25-04-1981,Bra,Bri,Brazilian Grand Prix,Bra,12986,1,0,1,0,0.9161290322580645,0.4962593516209476,0,1
Renault,Jolyon Palmer,2016,13-11-2016,16,130,16,20-01-1991,Bri,Fre,Brazilian Grand Prix,Bra,9429,0,0,1,0,0.8571428571428572,0.5301507537688442,0,1
Ferrari,Kimi Räikkönen,2016,13-11-2016,3,4,3,17-10-1979,Fin,Ita,Brazilian Grand Prix,Bra,13542,0,0,1,0,0.9440993788819876,0.8980099502487562,1,1
Alfa Romeo,Marcus Ericsson,2016,13-11-2016,20,4,21,02-09-1990,Swe,Swi,Brazilian Grand Prix,Bra,9569,0,0,1,0,0.875,0.42713567839195976,0,1
Haas F1 Team,Romain Grosjean,2016,13-11-2016,7,54,7,17-04-1986,Fre,Ame,Brazilian Grand Prix,Bra,11168,0,0,0,1,0.8518518518518519,0.34302325581395354,1,1
Mercedes,Lewis Hamilton,2016,27-11-2016,1,1,1,07-01-1985,Bri,Ger,Abu Dhabi Grand Prix,UAE,11647,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Nico Rosberg,2016,27-11-2016,2,1,2,27-06-1985,Ger,Ger,Abu Dhabi Grand Prix,UAE,11476,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Ferrari,Sebastian Vettel,2016,27-11-2016,5,1,5,03-07-1987,Ger,Ita,Abu Dhabi Grand Prix,UAE,10740,0,0,0,0,0.955,0.8980099502487562,1,1
Red Bull,Max Verstappen,2016,27-11-2016,6,1,6,30-09-1997,Dut,Aus,Abu Dhabi Grand Prix,UAE,6998,0,0,0,0,0.9142857142857143,0.825,1,1
Red Bull,Daniel Ricciardo,2016,27-11-2016,3,1,3,01-07-1989,Aus,Aus,Abu Dhabi Grand Prix,UAE,10011,0,0,0,0,0.9421965317919075,0.825,1,1
Ferrari,Kimi Räikkönen,2016,27-11-2016,4,1,4,17-10-1979,Fin,Ita,Abu Dhabi Grand Prix,UAE,13556,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Racing Point,Nico Hülkenberg,2016,27-11-2016,7,1,7,19-08-1987,Ger,Ind,Abu Dhabi Grand Prix,UAE,10693,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
Racing Point,Sergio Pérez,2016,27-11-2016,8,1,8,26-01-1990,Mex,Ind,Abu Dhabi Grand Prix,UAE,9802,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Williams,Felipe Massa,2016,27-11-2016,10,1,10,25-04-1981,Bra,Bri,Abu Dhabi Grand Prix,UAE,13000,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
McLaren,Fernando Alonso,2016,27-11-2016,9,1,9,29-07-1981,Spa,Bri,Abu Dhabi Grand Prix,UAE,12905,0,0,0,0,0.9248554913294798,0.5914786967418546,0,1
Haas F1 Team,Romain Grosjean,2016,27-11-2016,14,1,14,17-04-1986,Fre,Ame,Abu Dhabi Grand Prix,UAE,11182,0,0,0,0,0.8518518518518519,0.34302325581395354,1,1
Haas F1 Team,Esteban Gutiérrez,2016,27-11-2016,13,1,13,05-08-1991,Mex,Ame,Abu Dhabi Grand Prix,UAE,9246,0,0,0,0,0.847457627118644,0.34302325581395354,0,1
Manor Marussia,Esteban Ocon,2016,27-11-2016,20,11,20,17-09-1996,Fre,Bri,Abu Dhabi Grand Prix,UAE,7376,0,0,0,1,0.9230769230769231,0.12121212121212122,1,0
Manor Marussia,Pascal Wehrlein,2016,27-11-2016,16,11,16,18-10-1994,Ger,Bri,Abu Dhabi Grand Prix,UAE,8076,0,0,0,1,0.8461538461538461,0.12121212121212122,0,0
Alfa Romeo,Marcus Ericsson,2016,27-11-2016,22,11,22,02-09-1990,Swe,Swi,Abu Dhabi Grand Prix,UAE,9583,0,0,0,1,0.875,0.42713567839195976,0,1
Alfa Romeo,Felipe Nasr,2016,27-11-2016,19,11,19,21-08-1992,Bra,Swi,Abu Dhabi Grand Prix,UAE,8864,0,0,0,1,0.925,0.42713567839195976,0,1
Renault,Jolyon Palmer,2016,27-11-2016,15,11,15,20-01-1991,Bri,Fre,Abu Dhabi Grand Prix,UAE,9443,0,0,0,1,0.8571428571428572,0.5301507537688442,0,1
AlphaTauri,Carlos Sainz,2016,27-11-2016,21,130,21,01-09-1994,Spa,Ita,Abu Dhabi Grand Prix,UAE,8123,0,0,1,0,0.9038461538461539,0.4547738693467337,1,1
AlphaTauri,Daniil Kvyat,2016,27-11-2016,17,6,17,26-04-1994,Rus,Ita,Abu Dhabi Grand Prix,UAE,8251,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
McLaren,Jenson Button,2016,27-11-2016,12,22,12,19-01-1980,Bri,Bri,Abu Dhabi Grand Prix,UAE,13462,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
Williams,Valtteri Bottas,2016,27-11-2016,11,22,11,28-08-1989,Fin,Bri,Abu Dhabi Grand Prix,UAE,9953,0,0,0,1,0.965034965034965,0.4962593516209476,1,1
Renault,Kevin Magnussen,2016,27-11-2016,18,22,18,05-10-1992,Dan,Fre,Abu Dhabi Grand Prix,UAE,8819,0,0,0,1,0.9523809523809523,0.5301507537688442,1,1
Ferrari,Sebastian Vettel,2017,26-03-2017,2,1,2,03-07-1987,Ger,Ita,Australian Grand Prix,Aus,10859,0,0,0,0,0.955,0.8980099502487562,1,1
Mercedes,Lewis Hamilton,2017,26-03-2017,1,1,1,07-01-1985,Bri,Ger,Australian Grand Prix,Aus,11766,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Valtteri Bottas,2017,26-03-2017,3,1,3,28-08-1989,Fin,Ger,Australian Grand Prix,Aus,10072,0,0,0,0,0.965034965034965,0.8778054862842892,1,1
Ferrari,Kimi Räikkönen,2017,26-03-2017,4,1,4,17-10-1979,Fin,Ita,Australian Grand Prix,Aus,13675,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Red Bull,Max Verstappen,2017,26-03-2017,5,1,5,30-09-1997,Dut,Aus,Australian Grand Prix,Aus,7117,0,1,0,0,0.9142857142857143,0.825,1,1
Williams,Felipe Massa,2017,26-03-2017,7,1,7,25-04-1981,Bra,Bri,Australian Grand Prix,Aus,13119,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Racing Point,Sergio Pérez,2017,26-03-2017,10,11,11,26-01-1990,Mex,Ind,Australian Grand Prix,Aus,9921,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
AlphaTauri,Carlos Sainz,2017,26-03-2017,8,11,8,01-09-1994,Spa,Ita,Australian Grand Prix,Aus,8242,0,0,0,1,0.9038461538461539,0.4547738693467337,1,1
AlphaTauri,Daniil Kvyat,2017,26-03-2017,9,11,9,26-04-1994,Rus,Ita,Australian Grand Prix,Aus,8370,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
Racing Point,Esteban Ocon,2017,26-03-2017,13,11,14,17-09-1996,Fre,Ind,Australian Grand Prix,Aus,7495,0,0,0,1,0.9230769230769231,0.6084788029925188,1,1
Renault,Nico Hülkenberg,2017,26-03-2017,11,11,12,19-08-1987,Ger,Fre,Australian Grand Prix,Aus,10812,0,0,0,1,0.898876404494382,0.5301507537688442,0,1
Alfa Romeo,Antonio Giovinazzi,2017,26-03-2017,16,12,16,14-12-1993,Ita,Swi,Australian Grand Prix,Aus,8503,0,0,0,1,0.88,0.42713567839195976,1,1
McLaren,Stoffel Vandoorne,2017,26-03-2017,18,12,18,26-03-1992,Bel,Bri,Australian Grand Prix,Aus,9131,0,0,0,1,0.9047619047619048,0.5914786967418546,0,1
McLaren,Fernando Alonso,2017,26-03-2017,12,76,13,29-07-1981,Spa,Bri,Australian Grand Prix,Aus,13024,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Haas F1 Team,Kevin Magnussen,2017,26-03-2017,17,22,17,05-10-1992,Dan,Ame,Australian Grand Prix,Aus,8938,0,0,0,1,0.9523809523809523,0.34302325581395354,1,1
Williams,Lance Stroll,2017,26-03-2017,20,23,19,29-10-1998,Can,Bri,Australian Grand Prix,Aus,6723,0,0,0,1,0.9230769230769231,0.4962593516209476,1,1
Red Bull,Daniel Ricciardo,2017,26-03-2017,0,131,10,01-07-1989,Aus,Aus,Australian Grand Prix,Aus,10130,1,1,0,1,0.9421965317919075,0.825,1,1
Alfa Romeo,Marcus Ericsson,2017,26-03-2017,14,9,15,02-09-1990,Swe,Swi,Australian Grand Prix,Aus,9702,0,0,0,1,0.875,0.42713567839195976,0,1
Renault,Jolyon Palmer,2017,26-03-2017,19,23,20,20-01-1991,Bri,Fre,Australian Grand Prix,Aus,9562,0,0,0,1,0.8571428571428572,0.5301507537688442,0,1
Haas F1 Team,Romain Grosjean,2017,26-03-2017,6,47,6,17-04-1986,Fre,Ame,Australian Grand Prix,Aus,11301,0,0,0,1,0.8518518518518519,0.34302325581395354,1,1
Mercedes,Lewis Hamilton,2017,09-04-2017,1,1,1,07-01-1985,Bri,Ger,Chinese Grand Prix,Chi,11780,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2017,09-04-2017,2,1,2,03-07-1987,Ger,Ita,Chinese Grand Prix,Chi,10873,0,0,0,0,0.955,0.8980099502487562,1,1
Red Bull,Max Verstappen,2017,09-04-2017,16,1,19,30-09-1997,Dut,Aus,Chinese Grand Prix,Chi,7131,0,0,0,0,0.9142857142857143,0.825,1,1
Red Bull,Daniel Ricciardo,2017,09-04-2017,5,1,5,01-07-1989,Aus,Aus,Chinese Grand Prix,Chi,10144,0,0,0,0,0.9421965317919075,0.825,1,1
Ferrari,Kimi Räikkönen,2017,09-04-2017,4,1,4,17-10-1979,Fin,Ita,Chinese Grand Prix,Chi,13689,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Mercedes,Valtteri Bottas,2017,09-04-2017,3,1,3,28-08-1989,Fin,Ger,Chinese Grand Prix,Chi,10086,0,0,0,0,0.965034965034965,0.8778054862842892,1,1
AlphaTauri,Carlos Sainz,2017,09-04-2017,11,1,11,01-09-1994,Spa,Ita,Chinese Grand Prix,Chi,8256,0,0,0,0,0.9038461538461539,0.4547738693467337,1,1
Haas F1 Team,Kevin Magnussen,2017,09-04-2017,12,11,12,05-10-1992,Dan,Ame,Chinese Grand Prix,Chi,8952,0,0,0,1,0.9523809523809523,0.34302325581395354,1,1
Racing Point,Sergio Pérez,2017,09-04-2017,8,11,8,26-01-1990,Mex,Ind,Chinese Grand Prix,Chi,9935,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
Racing Point,Esteban Ocon,2017,09-04-2017,17,11,20,17-09-1996,Fre,Ind,Chinese Grand Prix,Chi,7509,0,0,0,1,0.9230769230769231,0.6084788029925188,1,1
Haas F1 Team,Romain Grosjean,2017,09-04-2017,19,11,17,17-04-1986,Fre,Ame,Chinese Grand Prix,Chi,11315,0,0,0,1,0.8518518518518519,0.34302325581395354,1,1
Renault,Nico Hülkenberg,2017,09-04-2017,7,11,7,19-08-1987,Ger,Fre,Chinese Grand Prix,Chi,10826,0,0,0,1,0.898876404494382,0.5301507537688442,0,1
Renault,Jolyon Palmer,2017,09-04-2017,20,11,18,20-01-1991,Bri,Fre,Chinese Grand Prix,Chi,9576,0,0,0,1,0.8571428571428572,0.5301507537688442,0,1
Williams,Felipe Massa,2017,09-04-2017,6,11,6,25-04-1981,Bra,Bri,Chinese Grand Prix,Chi,13133,0,0,0,1,0.9161290322580645,0.4962593516209476,0,1
Alfa Romeo,Marcus Ericsson,2017,09-04-2017,14,11,14,02-09-1990,Swe,Swi,Chinese Grand Prix,Chi,9716,0,0,0,1,0.875,0.42713567839195976,0,1
McLaren,Fernando Alonso,2017,09-04-2017,13,30,13,29-07-1981,Spa,Bri,Chinese Grand Prix,Chi,13038,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
AlphaTauri,Daniil Kvyat,2017,09-04-2017,9,9,9,26-04-1994,Rus,Ita,Chinese Grand Prix,Chi,8384,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
McLaren,Stoffel Vandoorne,2017,09-04-2017,15,32,16,26-03-1992,Bel,Bri,Chinese Grand Prix,Chi,9145,0,0,0,1,0.9047619047619048,0.5914786967418546,0,1
Alfa Romeo,Antonio Giovinazzi,2017,09-04-2017,18,3,15,14-12-1993,Ita,Swi,Chinese Grand Prix,Chi,8517,0,0,1,0,0.88,0.42713567839195976,1,1
Williams,Lance Stroll,2017,09-04-2017,10,4,10,29-10-1998,Can,Bri,Chinese Grand Prix,Chi,6737,0,0,1,0,0.9230769230769231,0.4962593516209476,1,1
Ferrari,Sebastian Vettel,2017,16-04-2017,3,1,3,03-07-1987,Ger,Ita,Bahrain Grand Prix,Bah,10880,0,0,0,0,0.955,0.8980099502487562,1,1
Mercedes,Lewis Hamilton,2017,16-04-2017,2,1,2,07-01-1985,Bri,Ger,Bahrain Grand Prix,Bah,11787,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Valtteri Bottas,2017,16-04-2017,1,1,1,28-08-1989,Fin,Ger,Bahrain Grand Prix,Bah,10093,0,0,0,0,0.965034965034965,0.8778054862842892,1,1
Ferrari,Kimi Räikkönen,2017,16-04-2017,5,1,5,17-10-1979,Fin,Ita,Bahrain Grand Prix,Bah,13696,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Red Bull,Daniel Ricciardo,2017,16-04-2017,4,1,4,01-07-1989,Aus,Aus,Bahrain Grand Prix,Bah,10151,0,0,0,0,0.9421965317919075,0.825,1,1
Williams,Felipe Massa,2017,16-04-2017,8,1,8,25-04-1981,Bra,Bri,Bahrain Grand Prix,Bah,13140,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Racing Point,Sergio Pérez,2017,16-04-2017,18,1,18,26-01-1990,Mex,Ind,Bahrain Grand Prix,Bah,9942,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Haas F1 Team,Romain Grosjean,2017,16-04-2017,9,1,9,17-04-1986,Fre,Ame,Bahrain Grand Prix,Bah,11322,0,0,0,0,0.8518518518518519,0.34302325581395354,1,1
Renault,Nico Hülkenberg,2017,16-04-2017,7,1,7,19-08-1987,Ger,Fre,Bahrain Grand Prix,Bah,10833,0,0,0,0,0.898876404494382,0.5301507537688442,0,1
Racing Point,Esteban Ocon,2017,16-04-2017,14,1,14,17-09-1996,Fre,Ind,Bahrain Grand Prix,Bah,7516,0,0,0,0,0.9230769230769231,0.6084788029925188,1,1
Alfa Romeo,Pascal Wehrlein,2017,16-04-2017,13,11,13,18-10-1994,Ger,Swi,Bahrain Grand Prix,Bah,8216,0,0,0,1,0.8461538461538461,0.42713567839195976,0,1
AlphaTauri,Daniil Kvyat,2017,16-04-2017,11,11,11,26-04-1994,Rus,Ita,Bahrain Grand Prix,Bah,8391,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
Renault,Jolyon Palmer,2017,16-04-2017,10,11,10,20-01-1991,Bri,Fre,Bahrain Grand Prix,Bah,9583,0,0,0,1,0.8571428571428572,0.5301507537688442,0,1
McLaren,Fernando Alonso,2017,16-04-2017,15,131,15,29-07-1981,Spa,Bri,Bahrain Grand Prix,Bah,13045,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Alfa Romeo,Marcus Ericsson,2017,16-04-2017,19,6,19,02-09-1990,Swe,Swi,Bahrain Grand Prix,Bah,9723,0,0,0,1,0.875,0.42713567839195976,0,1
AlphaTauri,Carlos Sainz,2017,16-04-2017,16,4,16,01-09-1994,Spa,Ita,Bahrain Grand Prix,Bah,8263,0,0,1,0,0.9038461538461539,0.4547738693467337,1,1
Williams,Lance Stroll,2017,16-04-2017,12,4,12,29-10-1998,Can,Bri,Bahrain Grand Prix,Bah,6744,0,0,1,0,0.9230769230769231,0.4962593516209476,1,1
Red Bull,Max Verstappen,2017,16-04-2017,6,23,6,30-09-1997,Dut,Aus,Bahrain Grand Prix,Bah,7138,0,0,0,1,0.9142857142857143,0.825,1,1
Haas F1 Team,Kevin Magnussen,2017,16-04-2017,20,10,20,05-10-1992,Dan,Ame,Bahrain Grand Prix,Bah,8959,0,0,0,1,0.9523809523809523,0.34302325581395354,1,1
McLaren,Stoffel Vandoorne,2017,16-04-2017,17,131,17,26-03-1992,Bel,Bri,Bahrain Grand Prix,Bah,9152,0,0,0,1,0.9047619047619048,0.5914786967418546,0,1
Mercedes,Valtteri Bottas,2017,30-04-2017,3,1,3,28-08-1989,Fin,Ger,Russian Grand Prix,Rus,10107,0,0,0,0,0.965034965034965,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2017,30-04-2017,1,1,1,03-07-1987,Ger,Ita,Russian Grand Prix,Rus,10894,0,0,0,0,0.955,0.8980099502487562,1,1
Ferrari,Kimi Räikkönen,2017,30-04-2017,2,1,2,17-10-1979,Fin,Ita,Russian Grand Prix,Rus,13710,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Mercedes,Lewis Hamilton,2017,30-04-2017,4,1,4,07-01-1985,Bri,Ger,Russian Grand Prix,Rus,11801,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Red Bull,Max Verstappen,2017,30-04-2017,7,1,7,30-09-1997,Dut,Aus,Russian Grand Prix,Rus,7152,0,0,0,0,0.9142857142857143,0.825,1,1
Racing Point,Sergio Pérez,2017,30-04-2017,9,1,9,26-01-1990,Mex,Ind,Russian Grand Prix,Rus,9956,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Racing Point,Esteban Ocon,2017,30-04-2017,10,1,10,17-09-1996,Fre,Ind,Russian Grand Prix,Rus,7530,0,0,0,0,0.9230769230769231,0.6084788029925188,1,1
Renault,Nico Hülkenberg,2017,30-04-2017,8,1,8,19-08-1987,Ger,Fre,Russian Grand Prix,Rus,10847,0,0,0,0,0.898876404494382,0.5301507537688442,0,1
Williams,Felipe Massa,2017,30-04-2017,6,11,6,25-04-1981,Bra,Bri,Russian Grand Prix,Rus,13154,0,0,0,1,0.9161290322580645,0.4962593516209476,0,1
AlphaTauri,Carlos Sainz,2017,30-04-2017,14,11,11,01-09-1994,Spa,Ita,Russian Grand Prix,Rus,8277,0,0,0,1,0.9038461538461539,0.4547738693467337,1,1
Williams,Lance Stroll,2017,30-04-2017,11,11,12,29-10-1998,Can,Bri,Russian Grand Prix,Rus,6758,0,0,0,1,0.9230769230769231,0.4962593516209476,1,1
AlphaTauri,Daniil Kvyat,2017,30-04-2017,12,11,13,26-04-1994,Rus,Ita,Russian Grand Prix,Rus,8405,1,0,0,1,0.9175257731958762,0.4547738693467337,1,1
Haas F1 Team,Kevin Magnussen,2017,30-04-2017,13,11,14,05-10-1992,Dan,Ame,Russian Grand Prix,Rus,8973,0,0,0,1,0.9523809523809523,0.34302325581395354,1,1
McLaren,Stoffel Vandoorne,2017,30-04-2017,20,11,17,26-03-1992,Bel,Bri,Russian Grand Prix,Rus,9166,0,0,0,1,0.9047619047619048,0.5914786967418546,0,1
Alfa Romeo,Marcus Ericsson,2017,30-04-2017,18,11,19,02-09-1990,Swe,Swi,Russian Grand Prix,Rus,9737,0,0,0,1,0.875,0.42713567839195976,0,1
Alfa Romeo,Pascal Wehrlein,2017,30-04-2017,17,12,18,18-10-1994,Ger,Swi,Russian Grand Prix,Rus,8230,0,0,0,1,0.8461538461538461,0.42713567839195976,0,1
Red Bull,Daniel Ricciardo,2017,30-04-2017,5,23,5,01-07-1989,Aus,Aus,Russian Grand Prix,Rus,10165,0,0,0,1,0.9421965317919075,0.825,1,1
Renault,Jolyon Palmer,2017,30-04-2017,16,4,16,20-01-1991,Bri,Fre,Russian Grand Prix,Rus,9597,0,0,1,0,0.8571428571428572,0.5301507537688442,0,1
Haas F1 Team,Romain Grosjean,2017,30-04-2017,19,4,20,17-04-1986,Fre,Ame,Russian Grand Prix,Rus,11336,0,0,1,0,0.8518518518518519,0.34302325581395354,1,1
McLaren,Fernando Alonso,2017,30-04-2017,15,131,15,29-07-1981,Spa,Bri,Russian Grand Prix,Rus,13059,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Mercedes,Lewis Hamilton,2017,14-05-2017,1,1,1,07-01-1985,Bri,Ger,Spanish Grand Prix,Spa,11815,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2017,14-05-2017,2,1,2,03-07-1987,Ger,Ita,Spanish Grand Prix,Spa,10908,0,0,0,0,0.955,0.8980099502487562,1,1
Red Bull,Daniel Ricciardo,2017,14-05-2017,6,1,6,01-07-1989,Aus,Aus,Spanish Grand Prix,Spa,10179,0,0,0,0,0.9421965317919075,0.825,1,1
Racing Point,Sergio Pérez,2017,14-05-2017,8,11,8,26-01-1990,Mex,Ind,Spanish Grand Prix,Spa,9970,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
Racing Point,Esteban Ocon,2017,14-05-2017,10,11,10,17-09-1996,Fre,Ind,Spanish Grand Prix,Spa,7544,0,0,0,1,0.9230769230769231,0.6084788029925188,1,1
Renault,Nico Hülkenberg,2017,14-05-2017,13,11,13,19-08-1987,Ger,Fre,Spanish Grand Prix,Spa,10861,0,0,0,1,0.898876404494382,0.5301507537688442,0,1
AlphaTauri,Carlos Sainz,2017,14-05-2017,12,11,12,01-09-1994,Spa,Ita,Spanish Grand Prix,Spa,8291,1,0,0,1,0.9038461538461539,0.4547738693467337,1,1
Alfa Romeo,Pascal Wehrlein,2017,14-05-2017,15,11,15,18-10-1994,Ger,Swi,Spanish Grand Prix,Spa,8244,0,0,0,1,0.8461538461538461,0.42713567839195976,0,1
AlphaTauri,Daniil Kvyat,2017,14-05-2017,19,11,20,26-04-1994,Rus,Ita,Spanish Grand Prix,Spa,8419,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
Haas F1 Team,Romain Grosjean,2017,14-05-2017,14,11,14,17-04-1986,Fre,Ame,Spanish Grand Prix,Spa,11350,0,0,0,1,0.8518518518518519,0.34302325581395354,1,1
Alfa Romeo,Marcus Ericsson,2017,14-05-2017,16,12,16,02-09-1990,Swe,Swi,Spanish Grand Prix,Spa,9751,0,0,0,1,0.875,0.42713567839195976,0,1
McLaren,Fernando Alonso,2017,14-05-2017,7,12,7,29-07-1981,Spa,Bri,Spanish Grand Prix,Spa,13073,1,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Williams,Felipe Massa,2017,14-05-2017,9,12,9,25-04-1981,Bra,Bri,Spanish Grand Prix,Spa,13168,0,0,0,1,0.9161290322580645,0.4962593516209476,0,1
Haas F1 Team,Kevin Magnussen,2017,14-05-2017,11,12,11,05-10-1992,Dan,Ame,Spanish Grand Prix,Spa,8987,0,0,0,1,0.9523809523809523,0.34302325581395354,1,1
Renault,Jolyon Palmer,2017,14-05-2017,17,12,17,20-01-1991,Bri,Fre,Spanish Grand Prix,Spa,9611,0,0,0,1,0.8571428571428572,0.5301507537688442,0,1
Williams,Lance Stroll,2017,14-05-2017,18,12,18,29-10-1998,Can,Bri,Spanish Grand Prix,Spa,6772,0,0,0,1,0.9230769230769231,0.4962593516209476,1,1
Mercedes,Valtteri Bottas,2017,14-05-2017,3,131,3,28-08-1989,Fin,Ger,Spanish Grand Prix,Spa,10121,0,0,0,1,0.965034965034965,0.8778054862842892,1,1
McLaren,Stoffel Vandoorne,2017,14-05-2017,20,4,19,26-03-1992,Bel,Bri,Spanish Grand Prix,Spa,9180,0,0,1,0,0.9047619047619048,0.5914786967418546,0,1
Red Bull,Max Verstappen,2017,14-05-2017,5,130,5,30-09-1997,Dut,Aus,Spanish Grand Prix,Spa,7166,0,0,1,0,0.9142857142857143,0.825,1,1
Ferrari,Kimi Räikkönen,2017,14-05-2017,4,130,4,17-10-1979,Fin,Ita,Spanish Grand Prix,Spa,13724,0,0,1,0,0.9440993788819876,0.8980099502487562,1,1
Ferrari,Sebastian Vettel,2017,28-05-2017,2,1,2,03-07-1987,Ger,Ita,Monaco Grand Prix,Mon,10922,0,0,0,0,0.955,0.8980099502487562,1,1
Ferrari,Kimi Räikkönen,2017,28-05-2017,1,1,1,17-10-1979,Fin,Ita,Monaco Grand Prix,Mon,13738,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Red Bull,Daniel Ricciardo,2017,28-05-2017,5,1,5,01-07-1989,Aus,Aus,Monaco Grand Prix,Mon,10193,0,0,0,0,0.9421965317919075,0.825,1,1
Mercedes,Valtteri Bottas,2017,28-05-2017,3,1,3,28-08-1989,Fin,Ger,Monaco Grand Prix,Mon,10135,0,0,0,0,0.965034965034965,0.8778054862842892,1,1
Red Bull,Max Verstappen,2017,28-05-2017,4,1,4,30-09-1997,Dut,Aus,Monaco Grand Prix,Mon,7180,0,0,0,0,0.9142857142857143,0.825,1,1
AlphaTauri,Carlos Sainz,2017,28-05-2017,6,1,6,01-09-1994,Spa,Ita,Monaco Grand Prix,Mon,8305,0,0,0,0,0.9038461538461539,0.4547738693467337,1,1
Mercedes,Lewis Hamilton,2017,28-05-2017,13,1,14,07-01-1985,Bri,Ger,Monaco Grand Prix,Mon,11829,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Haas F1 Team,Romain Grosjean,2017,28-05-2017,8,1,8,17-04-1986,Fre,Ame,Monaco Grand Prix,Mon,11364,0,0,0,0,0.8518518518518519,0.34302325581395354,1,1
Williams,Felipe Massa,2017,28-05-2017,14,1,15,25-04-1981,Bra,Bri,Monaco Grand Prix,Mon,13182,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Haas F1 Team,Kevin Magnussen,2017,28-05-2017,11,1,13,05-10-1992,Dan,Ame,Monaco Grand Prix,Mon,9001,0,0,0,0,0.9523809523809523,0.34302325581395354,1,1
Renault,Jolyon Palmer,2017,28-05-2017,16,1,17,20-01-1991,Bri,Fre,Monaco Grand Prix,Mon,9625,0,0,0,0,0.8571428571428572,0.5301507537688442,0,1
Racing Point,Esteban Ocon,2017,28-05-2017,15,1,16,17-09-1996,Fre,Ind,Monaco Grand Prix,Mon,7558,0,0,0,0,0.9230769230769231,0.6084788029925188,1,1
Racing Point,Sergio Pérez,2017,28-05-2017,7,1,7,26-01-1990,Mex,Ind,Monaco Grand Prix,Mon,9984,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
AlphaTauri,Daniil Kvyat,2017,28-05-2017,9,130,11,26-04-1994,Rus,Ita,Monaco Grand Prix,Mon,8433,0,0,1,0,0.9175257731958762,0.4547738693467337,1,1
Williams,Lance Stroll,2017,28-05-2017,17,23,18,29-10-1998,Can,Bri,Monaco Grand Prix,Mon,6786,0,0,0,1,0.9230769230769231,0.4962593516209476,1,1
McLaren,Stoffel Vandoorne,2017,28-05-2017,12,3,10,26-03-1992,Bel,Bri,Monaco Grand Prix,Mon,9194,0,0,1,0,0.9047619047619048,0.5914786967418546,0,1
Alfa Romeo,Marcus Ericsson,2017,28-05-2017,19,3,20,02-09-1990,Swe,Swi,Monaco Grand Prix,Mon,9765,0,0,1,0,0.875,0.42713567839195976,0,1
McLaren,Jenson Button,2017,28-05-2017,20,130,9,19-01-1980,Bri,Bri,Monaco Grand Prix,Mon,13644,0,0,1,0,0.9407407407407408,0.5914786967418546,0,1
